"","Date","Client","Industry","Location","Position","Skillset","Interview_Type","Gender","Candidate_Loc","Job_Location","Venue","Native_Loc","Permission","Hope","3_hour_call","Alt_Number","Resume_Printout","Clarify_Venue","Share_Letter","Expected","Attendance","Marital_Status","Distance","DayOfWeek"
"581","2016-09-02","Standard Chartered Bank","BFSI","chennai","Routine","Accounting Operations","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Single",0,"Fri"
"582","2016-09-02","Standard Chartered Bank","BFSI","chennai","Routine","Accounting Operations","scheduled walk in","Female","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Married",0,"Fri"
"583","2016-09-02","Standard Chartered Bank","BFSI","chennai","Routine","Accounting Operations","scheduled walk in","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Fri"
"584","2015-12-02","Flextronics","Electronics","chennai","Routine","Java Developer","scheduled","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Wed"
"585","2015-12-02","Flextronics","Electronics","chennai","Routine","Java Developer","scheduled","Male","Chennai","chennai","Chennai","Vellore","no",NA,NA,NA,NA,NA,NA,"no","no","Single",0,"Wed"
"586","2015-12-02","Flextronics","Electronics","chennai","Routine","Java Developer","scheduled","Male","Chennai","chennai","Chennai","Hyderabad","yes","yes","no","no","yes","yes","yes","uncertain","yes","Married",0,"Wed"
"587","2015-12-02","Flextronics","Electronics","chennai","Routine","Java Developer","scheduled","Male","Chennai","chennai","Chennai","Faizabad",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Married",0,"Wed"
"588","2015-12-02","Flextronics","Electronics","chennai","Routine","Java Developer","scheduled","Male","Chennai","chennai","Chennai","Hyderabad",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Married",0,"Wed"
"589","2015-12-02","Flextronics","Electronics","chennai","Routine","Java Developer","scheduled","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","no","yes","yes","no","uncertain","no","Married",0,"Wed"
"590","2015-12-02","Flextronics","Electronics","chennai","Routine","Java Developer","scheduled","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Wed"
"591","2015-12-02","Flextronics","Electronics","chennai","Routine","Java Developer","scheduled","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Wed"
"592","2015-12-02","Flextronics","Electronics","chennai","Routine","Java Developer","scheduled","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Wed"
"593","2015-12-02","Flextronics","Electronics","chennai","Routine","Java Developer","scheduled","Male","Chennai","chennai","Chennai","Hyderabad","no",NA,NA,NA,NA,NA,NA,"no","no","Single",0,"Wed"
"594","2015-12-02","Flextronics","Electronics","chennai","Routine","Java Developer","scheduled","Female","Chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Wed"
"595","2015-12-02","Flextronics","Electronics","chennai","Routine","Java Developer","scheduled","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","no","yes","yes","yes","uncertain","yes","Married",0,"Wed"
"596","2015-12-02","Flextronics","Electronics","chennai","Routine","Java Developer","scheduled","Female","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Married",0,"Wed"
"597","2015-12-02","Flextronics","Electronics","chennai","Routine","Java Developer","scheduled","Male","Chennai","chennai","Chennai","Trichy",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Single",0,"Wed"
"598","2015-12-02","Flextronics","Electronics","chennai","Routine","Java Developer","scheduled","Male","Chennai","chennai","Chennai","Trichy","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Wed"
"599","2015-12-02","Flextronics","Electronics","chennai","Routine","Java Developer","scheduled","Female","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Married",0,"Wed"
"600","2015-12-02","Flextronics","Electronics","chennai","Routine","Java Developer","scheduled","Female","Chennai","chennai","Chennai","Trichy",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Married",0,"Wed"
"601","2015-12-02","Flextronics","Electronics","chennai","Routine","Java Developer","scheduled","Male","Chennai","chennai","Chennai","Coimbatore",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Married",0,"Wed"
"602","2015-12-02","Flextronics","Electronics","chennai","Routine","Java Developer","scheduled","Male","Chennai","chennai","Chennai","Hyderabad","no",NA,NA,NA,NA,NA,NA,"no","no","Married",0,"Wed"
"603","2016-02-23","Standard Chartered Bank","BFSI","chennai","Routine","Lending and Liabilities","walkin","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Tues"
"604","2016-02-23","Standard Chartered Bank","BFSI","chennai","Routine","Lending and Liabilities","walkin","Male","Chennai","chennai","Chennai","Vellore",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Single",0,"Tues"
"605","2016-02-23","Standard Chartered Bank","BFSI","chennai","Routine","Lending and Liabilities","walkin","Male","Chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Tues"
"606","2016-02-23","Standard Chartered Bank","BFSI","chennai","Routine","Lending and Liabilities","walkin","Female","Chennai","chennai","Chennai","Hyderabad",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Married",0,"Tues"
"607","2016-02-23","Standard Chartered Bank","BFSI","chennai","Routine","Lending and Liabilities","walkin","Male","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Single",0,"Tues"
"608","2016-02-23","Standard Chartered Bank","BFSI","chennai","Routine","Lending and Liabilities","walkin","Male","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Single",0,"Tues"
"609","2016-02-23","Standard Chartered Bank","BFSI","chennai","Routine","Lending and Liabilities","walkin","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Tues"
"610","2016-02-23","Standard Chartered Bank","BFSI","chennai","Routine","Lending and Liabilities","walkin","Male","Chennai","chennai","Chennai","Hyderabad",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Single",0,"Tues"
"611","2016-02-23","Standard Chartered Bank","BFSI","chennai","Routine","Lending and Liabilities","walkin","Male","Chennai","chennai","Chennai","Hyderabad",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Single",0,"Tues"
"612","2016-02-23","Standard Chartered Bank","BFSI","chennai","Routine","Lending and Liabilities","walkin","Male","Chennai","chennai","Chennai","Visakapatinam","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Tues"
"613","2016-02-23","Standard Chartered Bank","BFSI","chennai","Routine","Lending and Liabilities","walkin","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Tues"
"614","2016-02-23","Standard Chartered Bank","BFSI","chennai","Routine","Lending and Liabilities","walkin","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Tues"
"615","2016-02-23","Standard Chartered Bank","BFSI","chennai","Routine","Lending and Liabilities","walkin","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Tues"
"616","2016-02-23","Standard Chartered Bank","BFSI","chennai","Routine","Lending and Liabilities","walkin","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Married",0,"Tues"
"617","2016-02-23","Standard Chartered Bank","BFSI","chennai","Routine","Lending and Liabilities","walkin","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Tues"
"618","2016-02-23","Standard Chartered Bank","BFSI","chennai","Routine","Lending and Liabilities","walkin","Male","Chennai","chennai","Chennai","Hyderabad","no",NA,NA,NA,NA,NA,NA,"no","no","Married",0,"Tues"
"619","2016-02-23","Standard Chartered Bank","BFSI","chennai","Routine","Lending and Liabilities","walkin","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Tues"
"620","2016-02-23","Standard Chartered Bank","BFSI","chennai","Routine","Lending and Liabilities","walkin","Male","Chennai","chennai","Chennai","Hyderabad",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Married",0,"Tues"
"621","2016-02-23","Standard Chartered Bank","BFSI","chennai","Routine","Lending and Liabilities","walkin","Male","Chennai","chennai","Chennai","Chennai","no",NA,NA,NA,NA,NA,NA,"no","no","Single",0,"Tues"
"622","2016-02-23","Standard Chartered Bank","BFSI","chennai","Routine","Lending and Liabilities","walkin","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Married",0,"Tues"
"623","2016-02-23","Standard Chartered Bank","BFSI","chennai","Routine","Lending and Liabilities","walkin","Male","Chennai","chennai","Chennai","Chennai","no",NA,NA,NA,NA,NA,NA,"no","no","Single",0,"Tues"
"624","2016-02-23","Standard Chartered Bank","BFSI","chennai","Routine","Lending and Liabilities","walkin","Male","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Single",0,"Tues"
"625","2016-03-22","Standard Chartered Bank","BFSI","chennai","Routine","Lending & Liability","scheduled","Male","Chennai","chennai","Chennai","Kolkata","yes","yes","yes","no","yes","yes","yes","uncertain","no","Single",0,"Tues"
"626","2016-03-22","Standard Chartered Bank","BFSI","chennai","Routine","Lending & Liability","scheduled","Female","Chennai","chennai","Chennai","Chennai","no",NA,NA,NA,NA,NA,NA,"no","no","Single",0,"Tues"
"627","2016-03-22","Standard Chartered Bank","BFSI","chennai","Routine","Lending And Liabilities","scheduled","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Tues"
"628","2016-03-22","Standard Chartered Bank","BFSI","chennai","Routine","Lending And Liabilities","scheduled","Female","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Single",0,"Tues"
"629","2016-03-22","Standard Chartered Bank","BFSI","chennai","Routine","Lending And Liabilities","scheduled","Male","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Married",0,"Tues"
"630","2016-03-22","Standard Chartered Bank","BFSI","chennai","Routine","L & L","scheduled","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Tues"
"631","2016-03-22","Standard Chartered Bank","BFSI","chennai","Routine","Lending & Liability","scheduled","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Married",0,"Tues"
"632","2016-03-22","Standard Chartered Bank","BFSI","chennai","Routine","Lending & Liability","scheduled","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Tues"
"633","2016-03-22","Standard Chartered Bank","BFSI","chennai","Routine","Banking operations","scheduled","Male","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Married",0,"Tues"
"634","2016-03-22","Standard Chartered Bank","BFSI","chennai","Routine","Banking operations","scheduled","Male","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Single",0,"Tues"
"635","2016-03-22","Standard Chartered Bank","BFSI","chennai","Routine","L & L","scheduled","Female","Chennai","chennai","Chennai","Nagercoil","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Tues"
"636","2016-03-22","Standard Chartered Bank","BFSI","bangalore","Routine","Lending&Liablities","scheduled","Male","Bangalore","bangalore","Bangalore","Nagercoil","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Tues"
"637","2016-03-22","Standard Chartered Bank","BFSI","bangalore","Routine","Lending&Liablities","scheduled","Male","Bangalore","bangalore","Bangalore","Ambur","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Tues"
"638","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Fri"
"639","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Fri"
"640","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Fri"
"641","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Male","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Single",0,"Fri"
"642","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Male","Chennai","chennai","Chennai","Coimbatore","no",NA,NA,NA,NA,NA,NA,"no","no","Single",0,"Fri"
"643","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Fri"
"644","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Fri"
"645","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Male","Chennai","chennai","Chennai","Cochin",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Single",0,"Fri"
"646","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Male","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Single",0,"Fri"
"647","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Male","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Married",0,"Fri"
"648","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Male","Chennai","chennai","Chennai","Nagercoil","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Fri"
"649","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Female","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Married",0,"Fri"
"650","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Male","Chennai","chennai","Chennai","Chennai","yes","yes","no","no","yes","yes","yes","uncertain","no","Single",0,"Fri"
"651","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Fri"
"652","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Female","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Married",0,"Fri"
"653","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Female","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Married",0,"Fri"
"654","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Female","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Married",0,"Fri"
"655","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Fri"
"656","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Male","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Single",0,"Fri"
"657","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Male","Chennai","chennai","Chennai","Allahabad","no",NA,NA,NA,NA,NA,NA,"no","no","Married",0,"Fri"
"658","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Male","Chennai","chennai","Chennai","Chennai","no",NA,NA,NA,NA,NA,NA,"no","no","Single",0,"Fri"
"659","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Male","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Single",0,"Fri"
"660","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Fri"
"661","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Female","Chennai","chennai","Chennai","Chennai","no",NA,NA,NA,NA,NA,NA,"no","no","Married",0,"Fri"
"662","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","no","yes","yes","yes","uncertain","yes","Single",0,"Fri"
"663","2016-02-26","Standard Chartered Bank","BFSI","chennai","Routine","CDD KYC","walkin","Female","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Married",0,"Fri"
"664","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"665","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Allahabad","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"666","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","Chennai","chennai","Chennai","Chandigarh","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"667","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Single",0,"Sat"
"668","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Visakapatinam","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"669","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"670","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"671","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"672","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Hyderabad","no",NA,NA,NA,NA,NA,NA,"no","no","Married",0,"Sat"
"673","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Cuttack",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Single",0,"Sat"
"674","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Cochin","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"675","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"676","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Hyderabad",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Single",0,"Sat"
"677","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Single",0,"Sat"
"678","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","Chennai","chennai","Chennai","Chennai","no",NA,NA,NA,NA,NA,NA,"no","no","Married",0,"Sat"
"679","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Married",0,"Sat"
"680","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Cochin","no",NA,NA,NA,NA,NA,NA,"no","no","Single",0,"Sat"
"681","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"682","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","Chennai","chennai","Chennai","Cuttack",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Married",0,"Sat"
"683","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Single",0,"Sat"
"684","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Married",0,"Sat"
"685","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"686","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"687","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"688","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"689","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"690","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"691","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"692","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Nagercoil","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"693","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","Chennai","chennai","Chennai","Tirupati","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"694","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"695","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"696","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"697","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","Chennai","chennai","Chennai","Allahabad","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"698","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","Chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"699","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"700","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"701","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"702","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"703","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","chennai","chennai","Chennai","Visakapatinam","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"704","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","chennai","chennai","Chennai","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
